policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,line,construction,point_granularity
909550,FL,JACKSON COUNTY,0,11159.71,0,0,11159.71,18789.61,Residential,Wood,4
100922,FL,JACKSON COUNTY,0,32549.16,0,0,32549.16,46339.26,Residential,Wood,4
296485,FL,JACKSON COUNTY,0,66958.27,0,0,66958.27,92254.57,Residential,Wood,4
376743,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,21233.93,Residential,Wood,4
451369,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,20876.25,Residential,Wood,3
994229,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,19472.68,Residential,Wood,3
549339,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,21091.85,Residential,Wood,3
197726,FL,JACKSON COUNTY,0,27899.28,0,0,27899.28,32473.25,Residential,Wood,1
987427,FL,JACKSON COUNTY,0,69748.2,0,0,69748.2,59087.32,Residential,Wood,1
993682,FL,JACKSON COUNTY,0,37199.04,0,0,37199.04,34120.26,Residential,Wood,4
976312,FL,JACKSON COUNTY,0,37199.04,0,0,37199.04,54377.18,Residential,Wood,3
900034,FL,JACKSON COUNTY,0,37199.04,0,0,37199.04,48889.95,Residential,Wood,1
491015,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,20229.07,Residential,Wood,1
617324,FL,JACKSON COUNTY,0,23249.4,0,0,23249.4,35262.94,Residential,Wood,1
239357,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,15660.07,Residential,Wood,1
681327,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,10870.9,Residential,Wood,4
352403,FL,JACKSON COUNTY,0,100714.64,0,0,100714.64,84388.79,Residential,Wood,1
164006,FL,JACKSON COUNTY,0,1528960.76,0,0,1528960.76,1528177.93,Residential,Masonry,1
251771,FL,JACKSON COUNTY,0,62356.27,0,0,62356.27,110541.71,Residential,Wood,4
503103,FL,JACKSON COUNTY,0,469446.28,0,0,469446.28,613890.67,Residential,Masonry,1
655363,FL,JACKSON COUNTY,0,32665.25,0,0,32665.25,60767.16,Residential,Wood,1
585539,FL,JACKSON COUNTY,0,528710.37,0,0,528710.37,706678.51,Residential,Masonry,1
887739,FL,JACKSON COUNTY,0,11390.65,0,0,11390.65,13593.6,Residential,Wood,1
403857,FL,JACKSON COUNTY,0,184325.33,0,0,184325.33,168900.98,Residential,Wood,1
454622,FL,JACKSON COUNTY,0,335635.42,0,0,335635.42,366860.26,Residential,Wood,1
528824,FL,JACKSON COUNTY,0,3365960.1,0,0,3365960.1,5776633.79,Commercial,Reinforced Masonry,1
553390,FL,JACKSON COUNTY,0,482862.36,0,0,482862.36,449641.43,Residential,Masonry,1
781776,FL,JACKSON COUNTY,0,356704.69,0,0,356704.69,558753.64,Residential,Wood,1
752454,FL,JACKSON COUNTY,0,253305.58,0,0,253305.58,302953.47,Residential,Wood,1
208268,FL,JACKSON COUNTY,0,709069.2,0,0,709069.2,968996.25,Residential,Masonry,1
334746,FL,JACKSON COUNTY,0,845213.29,0,0,845213.29,1095320.36,Residential,Masonry,1
345341,FL,JACKSON COUNTY,0,13869.79,0,0,13869.79,17680.21,Residential,Wood,1
174580,FL,JACKSON COUNTY,0,370826.1,0,370826.1,370826.1,432444.79,Residential,Masonry,1
970196,FL,JACKSON COUNTY,0,55016.84,0,0,55016.84,80072.06,Residential,Wood,1
748393,FL,JACKSON COUNTY,0,55016.84,0,0,55016.84,63923.41,Residential,Wood,1
916913,FL,JACKSON COUNTY,0,19170000,0,0,19170000,21690000,Commercial,Reinforced Concrete,3
592832,FL,JACKSON COUNTY,0,909493.83,0,0,909493.83,707877.24,Residential,Masonry,3
576225,FL,JACKSON COUNTY,0,1608885.86,0,0,1608885.86,1642994.24,Residential,Masonry,1
925826,FL,JACKSON COUNTY,0,671188.16,0,0,671188.16,1011665.13,Residential,Masonry,1
708420,FL,JACKSON COUNTY,0,8859811.31,0,0,8859811.31,11790000,Commercial,Reinforced Masonry,1
175701,FL,JACKSON COUNTY,328500,328500,328500,328500,328500,464223.06,Residential,Wood,1
925767,FL,JACKSON COUNTY,132043.5,132043.5,0,0,132043.5,116462.37,Residential,Wood,1
930709,FL,JACKSON COUNTY,711666.9,711666.9,0,0,711666.9,999180.33,Residential,Masonry,1
983768,FL,JACKSON COUNTY,495810.9,495810.9,0,0,495810.9,572078.52,Residential,Masonry,1
950355,FL,JACKSON COUNTY,0,46498.8,0,0,46498.8,53538.71,Residential,Wood,4
233788,FL,JACKSON COUNTY,0,27899.28,0,0,27899.28,43891.14,Residential,Wood,1
353200,FL,JACKSON COUNTY,0,69748.2,0,0,69748.2,114960.23,Residential,Wood,1
875871,FL,JACKSON COUNTY,0,37385.03,0,0,37385.03,42846.24,Residential,Wood,1
124583,FL,JACKSON COUNTY,0,69748.2,0,0,69748.2,103340.88,Residential,Wood,1
952771,FL,JACKSON COUNTY,0,74398.07,0,0,74398.07,105499.45,Residential,Wood,1
821284,FL,JACKSON COUNTY,0,13949.64,0,0,13949.64,11543.35,Residential,Wood,1
948967,FL,JACKSON COUNTY,0,9299.76,0,0,9299.76,9441.12,Residential,Wood,1
430600,FL,JACKSON COUNTY,0,1372986,0,1372986,1372986,1741759.06,Residential,Masonry,1
253223,FL,JACKSON COUNTY,0,7553.8,0,0,7553.8,6313.04,Residential,Wood,1
694013,FL,JACKSON COUNTY,0,2997.54,0,0,2997.54,4588.87,Residential,Wood,1
235606,FL,JACKSON COUNTY,0,506894.65,0,0,506894.65,735384.51,Residential,Masonry,1
318077,FL,JACKSON COUNTY,0,30051.22,0,0,30051.22,25404.58,Residential,Wood,1
652306,FL,JACKSON COUNTY,0,30897.94,0,0,30897.94,37223.98,Residential,Wood,1
930767,FL,JACKSON COUNTY,0,658031.04,0,0,658031.04,564906.49,Residential,Masonry,1
877872,FL,JACKSON COUNTY,0,31815,0,31815,31815,56088.25,Residential,Wood,1
213778,FL,JACKSON COUNTY,0,3357.24,0,0,3357.24,2565.81,Residential,Wood,1
844059,FL,JACKSON COUNTY,0,1429921.23,0,0,1429921.23,1096034.62,Residential,Masonry,1
247133,FL,JACKSON COUNTY,0,3507547.67,0,0,3507547.67,4273820.56,Commercial,Reinforced Masonry,1
360152,FL,JACKSON COUNTY,0,48544.27,0,0,48544.27,69362,Residential,Wood,3
998644,FL,JACKSON COUNTY,0,42129.49,0,0,42129.49,50550.34,Residential,Wood,3
193200,FL,JACKSON COUNTY,0,48544.27,0,0,48544.27,57074.47,Residential,Wood,3
676176,FL,JACKSON COUNTY,0,25479.09,0,0,25479.09,27277.91,Residential,Wood,4
917098,FL,HOLMES COUNTY,0,6380.78,0,0,6380.78,7663.19,Residential,Wood,4
388192,FL,HOLMES COUNTY,0,2339.62,0,0,2339.62,3229.38,Residential,Wood,4
943356,FL,HOLMES COUNTY,0,7444.24,0,0,7444.24,7800.2,Residential,Wood,4
218764,FL,HOLMES COUNTY,0,13293.29,0,0,13293.29,21009.52,Residential,Wood,4
814489,FL,HOLMES COUNTY,0,2445.97,0,0,2445.97,4182.6,Residential,Wood,3
507992,FL,HOLMES COUNTY,0,282881.28,0,0,282881.28,427181.85,Residential,Wood,3
260882,FL,HOLMES COUNTY,0,4253.85,0,0,4253.85,5530.01,Residential,Wood,4
539377,FL,WALTON COUNTY,1120080.6,1120080.6,0,0,1120080.6,931795.05,Residential,Masonry,4
266526,FL,WALTON COUNTY,0,666434.75,0,0,666434.75,860820.43,Residential,Masonry,3
123549,FL,WALTON COUNTY,0,325309.15,0,0,325309.15,525390.54,Residential,Wood,3
829398,FL,HOLMES COUNTY,0,247193.9,0,0,247193.9,393348.52,Residential,Wood,1
460058,FL,WALTON COUNTY,0,10901.25,0,0,10901.25,11658.07,Residential,Wood,4
856342,FL,WALTON COUNTY,0,50427.56,0,0,50427.56,74316.7,Residential,Wood,4
692354,FL,WALTON COUNTY,0,26696.94,0,0,26696.94,29961.02,Residential,Wood,4
615248,FL,WALTON COUNTY,0,101506.71,0,0,101506.71,117848.79,Residential,Wood,4
860257,FL,WALTON COUNTY,0,103097.42,0,0,103097.42,143738.84,Residential,Wood,1
931737,FL,HOLMES COUNTY,0,32882.43,0,0,32882.43,38797.38,Residential,Wood,1
433714,FL,HOLMES COUNTY,0,149793.03,0,0,149793.03,225883.1,Residential,Wood,1
248035,FL,HOLMES COUNTY,0,149793.03,0,0,149793.03,247323.88,Residential,Wood,1
526493,FL,HOLMES COUNTY,0,37003.22,0,0,37003.22,37903.14,Residential,Wood,1
997868,FL,GULF COUNTY,0,772576.2,0,772576.2,772576.2,972410.76,Residential,Masonry,1
358238,FL,GULF COUNTY,422986.5,422986.5,0,0,422986.5,378934.99,Residential,Masonry,4
451520,FL,GULF COUNTY,137717.1,137717.1,0,0,137717.1,147379.33,Residential,Wood,1
761310,FL,GULF COUNTY,584355.6,584355.6,0,0,584355.6,582361.78,Residential,Masonry,1
771480,FL,GULF COUNTY,0,45493.32,0,0,45493.32,54933.18,Residential,Wood,1
101934,FL,GULF COUNTY,0,14643.39,0,0,14643.39,23016.77,Residential,Wood,1
806089,FL,GULF COUNTY,0,43673.59,0,0,43673.59,39970.07,Residential,Wood,3
216998,FL,GULF COUNTY,0,90986.64,0,0,90986.64,93552.46,Residential,Wood,3
948101,FL,GULF COUNTY,0,14643.39,0,0,14643.39,12158.7,Residential,Wood,3
253386,FL,GULF COUNTY,0,72789.31,0,0,72789.31,56139.78,Residential,Wood,3
428457,FL,GULF COUNTY,0,195237.31,0,0,195237.31,211028.49,Residential,Wood,3
724191,FL,GULF COUNTY,0,54591.98,0,0,54591.98,79751.46,Residential,Wood,3
583553,FL,GULF COUNTY,0,273897.99,0,0,273897.99,348168.17,Residential,Wood,3
856147,FL,GULF COUNTY,0,101219.91,0,0,101219.91,148747.71,Residential,Wood,1
555415,FL,GULF COUNTY,0,839433.63,0,0,839433.63,920590.07,Residential,Masonry,1
920290,FL,GULF COUNTY,0,54591.98,0,0,54591.98,73329.7,Residential,Wood,1
137015,FL,GULF COUNTY,0,22746.66,0,0,22746.66,33771.97,Residential,Wood,1
403589,FL,GULF COUNTY,0,36394.66,0,0,36394.66,52517.27,Residential,Wood,1
953377,FL,GULF COUNTY,0,278305.38,0,0,278305.38,344711.83,Residential,Wood,3
374030,FL,GULF COUNTY,0,364142.18,0,0,364142.18,496862.9,Residential,Masonry,3
336624,FL,GULF COUNTY,0,545919.83,0,0,545919.83,397429.64,Residential,Masonry,1
780782,FL,GULF COUNTY,0,724936.04,0,0,724936.04,1106542.38,Residential,Masonry,3
838573,FL,GULF COUNTY,0,57614.56,0,0,57614.56,94544.69,Residential,Wood,1
585047,FL,GULF COUNTY,0,27295.99,0,0,27295.99,28120.33,Residential,Wood,3
546503,FL,GULF COUNTY,0,603154.07,0,0,603154.07,800100.76,Residential,Masonry,1
429947,FL,GULF COUNTY,9090000,9090000,9090000,9090000,9090000,9180000,Commercial,Reinforced Concrete,3
674337,FL,GULF COUNTY,3807000,3807000,3807000,3807000,3807000,4723816.97,Commercial,Reinforced Masonry,1
308168,FL,GULF COUNTY,1998000,1998000,1998000,1998000,1998000,2645168.18,Commercial,Reinforced Masonry,3
437807,FL,GULF COUNTY,1085400,1085400,1085400,1085400,1085400,1470174.3,Residential,Masonry,1
732936,FL,GULF COUNTY,0,1375564.81,0,0,1375564.81,1695526.69,Residential,Masonry,1
381680,FL,GULF COUNTY,735920.1,735920.1,735920.1,735920.1,735920.1,817975.19,Residential,Masonry,1
186331,FL,GULF COUNTY,0,4885111.64,0,0,4885111.64,6368426.94,Commercial,Reinforced Masonry,1
271843,FL,GULF COUNTY,0,1161383.05,0,0,1161383.05,1376935.74,Residential,Masonry,1
835867,FL,GULF COUNTY,0,1039857.91,0,0,1039857.91,864184.31,Residential,Masonry,1
831567,FL,GULF COUNTY,0,4202549.7,0,0,4202549.7,4115136.66,Commercial,Reinforced Masonry,1
254867,FL,GULF COUNTY,0,1135675.81,0,0,1135675.81,1121354.94,Residential,Masonry,1
548875,FL,GULF COUNTY,0,124796.97,0,0,124796.97,175541.42,Residential,Wood,1
561547,FL,GULF COUNTY,0,108829.33,0,0,108829.33,97980.68,Residential,Wood,1
571309,FL,GULF COUNTY,0,456770.94,0,0,456770.94,598443.01,Residential,Masonry,1
328654,FL,GULF COUNTY,0,8006052.9,0,0,8006052.9,9990000,Commercial,Reinforced Masonry,1
252040,FL,GULF COUNTY,0,193896.61,0,0,193896.61,146867.37,Residential,Wood,1
444929,FL,GULF COUNTY,0,280565.98,0,0,280565.98,385329.87,Residential,Wood,1
197179,FL,GULF COUNTY,0,33161.78,0,0,33161.78,46220.88,Residential,Wood,1
633582,FL,BAY COUNTY,0,88378.28,0,0,88378.28,96536.92,Residential,Wood,4
592768,FL,BAY COUNTY,0,67335.83,0,0,67335.83,81732.24,Residential,Wood,3
876103,FL,BAY COUNTY,0,10100.38,0,0,10100.38,9479.12,Residential,Wood,4
862211,FL,GULF COUNTY,0,19735.01,0,0,19735.01,21382.02,Residential,Wood,1
790275,FL,GULF COUNTY,0,16833.96,0,0,16833.96,24648.45,Residential,Wood,1
621015,FL,BAY COUNTY,0,16833.96,0,0,16833.96,23511.65,Residential,Wood,4
895668,FL,BAY COUNTY,0,16833.96,0,0,16833.96,22390.11,Residential,Wood,4
135611,FL,BAY COUNTY,0,15711.69,0,0,15711.69,14214.37,Residential,Wood,4
167834,FL,BAY COUNTY,0,15711.69,0,0,15711.69,16299.31,Residential,Wood,4
812700,FL,WALTON COUNTY,0,85068.72,0,0,85068.72,120727.83,Residential,Wood,1
325223,FL,WALTON COUNTY,0,76746.78,0,0,76746.78,104901.64,Residential,Wood,1
677144,FL,WALTON COUNTY,0,170137.44,0,0,170137.44,185843.68,Residential,Wood,1
669129,FL,WALTON COUNTY,1171509.3,1171509.3,1171509.3,1171509.3,1171509.3,925811,Residential,Masonry,1
293268,FL,WALTON COUNTY,0,180000,0,180000,180000,239539.68,Residential,Wood,1
532415,FL,WALTON COUNTY,228294,228294,0,0,228294,210193.94,Residential,Wood,1
251466,FL,WALTON COUNTY,0,64733.51,0,0,64733.51,60159.05,Residential,Wood,1
894944,FL,WALTON COUNTY,0,218163.94,0,0,218163.94,346383.25,Residential,Wood,1
664654,FL,WALTON COUNTY,0,1432311.54,0,0,1432311.54,1897053.67,Residential,Masonry,3
907057,FL,WALTON COUNTY,0,679894.72,0,0,679894.72,786217.34,Residential,Masonry,3
998569,FL,WALTON COUNTY,0,44737.07,0,0,44737.07,59885.05,Residential,Wood,3
792947,FL,WALTON COUNTY,0,2222802.47,0,0,2222802.47,2263630.91,Commercial,Reinforced Masonry,1
502869,FL,WALTON COUNTY,0,8006.72,0,0,8006.72,6531.57,Residential,Wood,1
725878,FL,WALTON COUNTY,8666100,8666100,8666100,8666100,8666100,7032020.18,Commercial,Reinforced Masonry,1
230998,FL,WALTON COUNTY,3780000,3780000,3780000,3780000,3780000,6049285.2,Commercial,Reinforced Masonry,4
423210,FL,WALTON COUNTY,771300,771300,771300,771300,771300,1003422.74,Residential,Masonry,1
389940,FL,WALTON COUNTY,522000,522000,522000,522000,522000,559166.4,Residential,Masonry,1
664326,FL,WALTON COUNTY,207000,207000,207000,207000,207000,208735.49,Residential,Wood,1
240123,FL,WALTON COUNTY,0,39044.43,0,0,39044.43,31860.25,Residential,Wood,3
331172,FL,WALTON COUNTY,0,888021.9,0,888021.9,888021.9,921724.11,Residential,Masonry,1
556670,FL,WALTON COUNTY,0,1526525.7,0,0,1526525.7,1033152.6,Residential,Masonry,1
846632,FL,WALTON COUNTY,0,1130910.53,0,0,1130910.53,1781862.62,Residential,Masonry,1
322952,FL,WALTON COUNTY,620208,620208,620208,620208,620208,536976.09,Residential,Masonry,4
176662,FL,WALTON COUNTY,628380,628380,628380,628380,628380,677564.56,Residential,Masonry,1
402035,FL,WALTON COUNTY,4986,4986,4986,4986,4986,6485.82,Residential,Wood,4
605361,FL,WALTON COUNTY,2916,2916,2916,2916,2916,3661.91,Residential,Wood,1
443281,FL,WALTON COUNTY,837,837,837,837,837,733.29,Residential,Wood,1
805272,FL,WALTON COUNTY,783,783,783,783,783,794.2,Residential,Wood,1
241436,FL,WALTON COUNTY,0,1783533.95,0,0,1783533.95,3066108.88,Residential,Masonry,1
995966,FL,WALTON COUNTY,0,5563.08,0,0,5563.08,8086.02,Residential,Wood,1
522413,FL,WALTON COUNTY,0,148077,0,148077,148077,255095.21,Residential,Wood,1
161754,FL,WALTON COUNTY,0,55999.8,0,55999.8,55999.8,57009.14,Residential,Wood,1
990849,FL,WALTON COUNTY,0,55999.8,0,55999.8,55999.8,51914.33,Residential,Wood,1
474544,FL,WALTON COUNTY,0,18180000,0,0,18180000,14310000,Commercial,Reinforced Concrete,3
324243,FL,WALTON COUNTY,0,436949.46,0,0,436949.46,474854.83,Residential,Masonry,3
477231,FL,WALTON COUNTY,0,54972.5,0,0,54972.5,84182.8,Residential,Wood,3
792493,FL,WALTON COUNTY,0,54972.5,0,0,54972.5,80292.4,Residential,Wood,3
412141,FL,WALTON COUNTY,0,7834.67,0,0,7834.67,7918.41,Residential,Wood,3
524599,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,73683.99,Residential,Wood,1
885997,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,74735.17,Residential,Wood,1
420433,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,90442.89,Residential,Wood,1
729792,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,67403.62,Residential,Wood,1
395368,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,62331.3,Residential,Wood,1
205934,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,84678.1,Residential,Wood,1
578516,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,66233.53,Residential,Wood,1
872862,FL,WALTON COUNTY,0,8622.77,0,0,8622.77,8086.95,Residential,Wood,1
114347,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,76172.91,Residential,Wood,1
475670,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,50759.9,Residential,Wood,1
443621,FL,WALTON COUNTY,0,7417.44,0,0,7417.44,13107.86,Residential,Wood,1
673952,FL,WALTON COUNTY,0,16920000,0,16920000,16920000,22680000,Commercial,Reinforced Concrete,1
646454,FL,WALTON COUNTY,0,203400,0,203400,203400,248082.91,Residential,Wood,1
950759,FL,WALTON COUNTY,0,56113.2,0,0,56113.2,64880.77,Residential,Wood,3
429724,FL,JACKSON COUNTY,134244.9,134244.9,0,0,134244.9,224779.66,Residential,Wood,3
424668,FL,JACKSON COUNTY,555028.2,555028.2,0,0,555028.2,782056.93,Residential,Masonry,1
540318,FL,JACKSON COUNTY,0,149288.28,0,0,149288.28,161998.08,Residential,Wood,3
491387,FL,JACKSON COUNTY,0,217545.18,0,0,217545.18,336786.05,Residential,Wood,1
653920,FL,JACKSON COUNTY,0,303431.45,0,0,303431.45,344569.17,Residential,Wood,1
924154,FL,JACKSON COUNTY,0,50571.91,0,0,50571.91,71237.31,Residential,Wood,1
495756,FL,JACKSON COUNTY,0,10114.38,0,0,10114.38,10559.41,Residential,Wood,4
979918,FL,JACKSON COUNTY,0,135876.61,0,0,135876.61,150687.29,Residential,Wood,3
773304,FL,JACKSON COUNTY,0,32366.02,0,0,32366.02,35643.92,Residential,Wood,3
546476,FL,JACKSON COUNTY,0,32366.02,0,0,32366.02,31097.01,Residential,Wood,3
993585,FL,JACKSON COUNTY,0,1952565.2,0,0,1952565.2,2972897.67,Commercial,Reinforced Masonry,1
535339,FL,JACKSON COUNTY,0,909143.85,0,0,909143.85,1438038.28,Residential,Masonry,1
690173,FL,JACKSON COUNTY,0,3597.05,0,0,3597.05,2595.43,Residential,Wood,1
506624,FL,JACKSON COUNTY,0,32710.91,0,0,32710.91,29198.41,Residential,Wood,1
736529,FL,JACKSON COUNTY,0,67922.98,0,0,67922.98,84244.06,Residential,Wood,1
180830,FL,JACKSON COUNTY,0,67922.98,0,0,67922.98,96699.91,Residential,Wood,1
949466,FL,JACKSON COUNTY,0,1143400.34,0,0,1143400.34,1023462.22,Residential,Masonry,1
425185,FL,JACKSON COUNTY,0,9951.83,0,0,9951.83,10487.58,Residential,Wood,1
147649,FL,JACKSON COUNTY,0,674938.09,0,0,674938.09,529043.48,Residential,Masonry,1
347367,FL,JACKSON COUNTY,0,2359947.51,0,0,2359947.51,3242341.32,Commercial,Reinforced Masonry,1
552384,FL,WASHINGTON COUNTY,0,136910.79,0,0,136910.79,119512.85,Residential,Wood,1
811257,FL,WASHINGTON COUNTY,0,11777.27,0,0,11777.27,15993.54,Residential,Wood,1
674211,FL,WASHINGTON COUNTY,0,392575.74,0,0,392575.74,565309.07,Residential,Masonry,1
166223,FL,WASHINGTON COUNTY,0,1626102.27,0,0,1626102.27,2361100.5,Residential,Masonry,1
765687,FL,WASHINGTON COUNTY,0,3957.38,0,0,3957.38,3101.63,Residential,Wood,1
282794,FL,WASHINGTON COUNTY,0,18625.5,0,0,18625.5,24433.98,Residential,Wood,1
593914,FL,WASHINGTON COUNTY,0,1753816.13,0,0,1753816.13,1581117.85,Residential,Masonry,1
324812,FL,WASHINGTON COUNTY,0,60808.5,0,60808.5,60808.5,50466.19,Residential,Wood,1
608083,FL,WASHINGTON COUNTY,0,36652.5,0,36652.5,36652.5,54433.36,Residential,Wood,1
423580,FL,WASHINGTON COUNTY,0,474299.1,0,0,474299.1,618922.39,Residential,Masonry,1
387933,FL,WASHINGTON COUNTY,0,9251.01,0,0,9251.01,12597.68,Residential,Wood,1
904424,FL,WASHINGTON COUNTY,0,42228,0,42228,42228,43490.49,Residential,Wood,1
761790,FL,WASHINGTON COUNTY,0,11700000,0,11700000,11700000,11340000,Commercial,Reinforced Concrete,1
598443,FL,WASHINGTON COUNTY,0,66163.07,0,0,66163.07,64112.02,Residential,Wood,1
484654,FL,WASHINGTON COUNTY,0,51779.93,0,0,51779.93,80427.17,Residential,Wood,1
527134,FL,WASHINGTON COUNTY,0,138959.98,0,0,138959.98,162803.28,Residential,Wood,1
176490,FL,WASHINGTON COUNTY,0,2603.47,0,0,2603.47,3748.73,Residential,Wood,3
418718,FL,WASHINGTON COUNTY,0,2220.96,0,0,2220.96,2531.25,Residential,Wood,3
380161,FL,WASHINGTON COUNTY,0,14018.66,0,0,14018.66,15848.59,Residential,Wood,3
472396,FL,WALTON COUNTY,0,154109.47,0,0,154109.47,190208.07,Residential,Wood,1
618259,FL,GULF COUNTY,0,507638.34,0,0,507638.34,754784.1,Residential,Masonry,3
768626,FL,GULF COUNTY,0,1105581.6,0,1105581.6,1105581.6,1758812.28,Residential,Masonry,1
458435,FL,GULF COUNTY,0,1071991.96,0,0,1071991.96,1092889.37,Residential,Masonry,1
765917,FL,GULF COUNTY,0,41416.16,0,0,41416.16,64147.63,Residential,Wood,1
916187,FL,GULF COUNTY,0,1091389.24,0,0,1091389.24,1821766.57,Residential,Masonry,1
162788,FL,GULF COUNTY,0,872410.29,0,0,872410.29,677883.73,Residential,Masonry,1
120519,FL,GULF COUNTY,0,44158.72,0,0,44158.72,58495.91,Residential,Wood,1
311330,FL,GULF COUNTY,0,44158.72,0,0,44158.72,51531.2,Residential,Wood,1
387890,FL,GULF COUNTY,0,34831.44,0,0,34831.44,29082.86,Residential,Wood,1
208316,FL,GULF COUNTY,0,285116.68,0,0,285116.68,449805.77,Residential,Wood,4
160228,FL,GULF COUNTY,0,6776.14,0,0,6776.14,8211.06,Residential,Wood,1
874004,FL,GULF COUNTY,0,268740.87,0,0,268740.87,202368.32,Residential,Wood,1
698690,FL,GULF COUNTY,0,52858.63,0,0,52858.63,78557.23,Residential,Wood,1
745209,FL,GULF COUNTY,0,42982.71,0,0,42982.71,61946.16,Residential,Wood,3
110742,FL,GULF COUNTY,0,31086.71,0,0,31086.71,41964.57,Residential,Wood,3
534704,FL,GULF COUNTY,0,107400.66,0,0,107400.66,141603.9,Residential,Wood,3
200400,FL,GULF COUNTY,0,371884.59,0,0,371884.59,360583.76,Residential,Masonry,3
774390,FL,GULF COUNTY,0,61432.73,0,0,61432.73,72373.9,Residential,Wood,1
538228,FL,GULF COUNTY,0,56191.75,0,0,56191.75,62179.55,Residential,Wood,1
813558,FL,GULF COUNTY,0,31299.94,0,0,31299.94,37760.25,Residential,Wood,1
818077,FL,GULF COUNTY,0,61679.62,0,0,61679.62,72054.14,Residential,Wood,1
159155,FL,GULF COUNTY,0,149148.87,0,0,149148.87,191008.4,Residential,Wood,3
333123,FL,GULF COUNTY,0,2805.66,0,0,2805.66,4013.4,Residential,Wood,1
757197,FL,GULF COUNTY,0,15711.69,0,0,15711.69,20045.23,Residential,Wood,4
920104,FL,GULF COUNTY,0,15711.69,0,0,15711.69,24941.62,Residential,Wood,3
960185,FL,GULF COUNTY,0,15711.69,0,0,15711.69,24043.92,Residential,Wood,4
725351,FL,GULF COUNTY,0,15711.69,0,0,15711.69,22149.25,Residential,Wood,3
673832,FL,BAY COUNTY,404006.4,404006.4,0,0,404006.4,607018,Residential,Masonry,1
930523,FL,BAY COUNTY,0,55639.83,0,0,55639.83,43399.07,Residential,Wood,4
498099,FL,ESCAMBIA COUNTY,0,404205.3,0,0,404205.3,663785.94,Residential,Masonry,1
305181,FL,ESCAMBIA COUNTY,0,1962,0,1962,1962,1804.63,Residential,Wood,1
325705,FL,ESCAMBIA COUNTY,0,1851.3,0,1851.3,1851.3,1695.67,Residential,Wood,1
466339,FL,ESCAMBIA COUNTY,274500,274500,274500,274500,274500,350146.71,Residential,Wood,3
971724,FL,ESCAMBIA COUNTY,352787.4,352787.4,0,0,352787.4,467929.45,Residential,Wood,1
954511,FL,ESCAMBIA COUNTY,0,618722.9,0,0,618722.9,912314.33,Residential,Masonry,3
540123,FL,ESCAMBIA COUNTY,0,643255.63,0,0,643255.63,556544.77,Residential,Masonry,1
213307,FL,ESCAMBIA COUNTY,0,227693.42,0,0,227693.42,237338.51,Residential,Wood,3
216606,FL,ESCAMBIA COUNTY,0,380294.42,0,0,380294.42,316252.84,Residential,Masonry,4
874075,FL,ESCAMBIA COUNTY,0,227693.42,0,0,227693.42,215867.93,Residential,Wood,4
971470,FL,ESCAMBIA COUNTY,0,924348.8,0,0,924348.8,1587458.14,Residential,Masonry,3
366404,FL,ESCAMBIA COUNTY,0,1777430.81,0,0,1777430.81,1837188.03,Residential,Masonry,3
876618,FL,ESCAMBIA COUNTY,0,821820,0,0,821820,1291013.47,Residential,Masonry,3
405650,FL,ESCAMBIA COUNTY,0,476305.89,0,0,476305.89,714306.41,Residential,Masonry,3
491600,FL,ESCAMBIA COUNTY,0,68882.4,0,0,68882.4,64989.72,Residential,Wood,3
568134,FL,ESCAMBIA COUNTY,0,1112715.66,0,0,1112715.66,892954.32,Residential,Masonry,3
242703,FL,ESCAMBIA COUNTY,0,58285.11,0,0,58285.11,59159.5,Residential,Wood,3
384502,FL,ESCAMBIA COUNTY,0,169556.67,0,0,169556.67,207374.59,Residential,Wood,3
453529,FL,ESCAMBIA COUNTY,0,26493.23,0,0,26493.23,19900.92,Residential,Wood,3
901763,FL,ESCAMBIA COUNTY,0,164258.03,0,0,164258.03,190234.45,Residential,Wood,3
156912,FL,ESCAMBIA COUNTY,0,1059729.2,0,0,1059729.2,1715871.14,Residential,Masonry,3
684723,FL,ESCAMBIA COUNTY,0,794796.9,0,0,794796.9,875095.23,Residential,Masonry,3
424691,FL,ESCAMBIA COUNTY,0,119219.54,0,0,119219.54,192984.95,Residential,Wood,3
492823,FL,ESCAMBIA COUNTY,0,10080000,0,0,10080000,13500000,Commercial,Reinforced Concrete,3
203236,FL,ESCAMBIA COUNTY,0,119219.54,0,0,119219.54,146127.38,Residential,Wood,3
